variation,accuracy,accuracy_female,accuracy_male,auroc,auroc_female,auroc_male,Recall,Precision,F1-score
0.75,0.6634615384615384,0.6538461538461539,0.6730769230769231,0.7448224852071006,0.7692307692307693,0.7300295857988166,0.8461538461538461,0.6197183098591549,0.7154471544715447
1.00,0.6634615384615384,0.6538461538461539,0.6730769230769231,0.7494452662721893,0.7943786982248521,0.7056213017751479,0.8846153846153846,0.6133333333333333,0.7244094488188976
1.00,0.5865384615384616,0.5961538461538461,0.5769230769230769,0.7296597633136095,0.7130177514792899,0.7596153846153846,0.9230769230769231,0.5517241379310345,0.6906474820143885
1.00,0.7211538461538461,0.7307692307692307,0.7115384615384616,0.7496301775147929,0.7810650887573964,0.7026627218934912,0.8269230769230769,0.6825396825396826,0.7478260869565218
1.00,0.625,0.6538461538461539,0.5961538461538461,0.7067307692307693,0.7603550295857988,0.6582840236686391,0.8269230769230769,0.589041095890411,0.6880000000000001
1.00,0.6442307692307693,0.6346153846153846,0.6538461538461539,0.6801035502958579,0.6109467455621301,0.7470414201183432,0.46153846153846156,0.7272727272727273,0.5647058823529413
0.00,0.7019230769230769,0.6730769230769231,0.7307692307692307,0.7237426035502958,0.7292899408284024,0.7204142011834319,0.6730769230769231,0.7142857142857143,0.6930693069306932
0.00,0.6826923076923077,0.6153846153846154,0.75,0.7884615384615384,0.797337278106509,0.779585798816568,0.8076923076923077,0.6461538461538462,0.717948717948718
0.00,0.625,0.6538461538461539,0.5961538461538461,0.7008136094674556,0.7041420118343196,0.7056213017751479,0.8846153846153846,0.5822784810126582,0.7022900763358778
0.00,0.6730769230769231,0.6346153846153846,0.7115384615384616,0.7429733727810651,0.7159763313609467,0.7810650887573964,0.7692307692307693,0.6451612903225806,0.7017543859649122
0.00,0.6923076923076923,0.6730769230769231,0.7115384615384616,0.6919378698224852,0.727810650887574,0.6568047337278107,0.7884615384615384,0.6612903225806451,0.719298245614035
0.25,0.6826923076923077,0.6346153846153846,0.7307692307692307,0.7505547337278107,0.6967455621301776,0.7973372781065089,0.8461538461538461,0.6376811594202898,0.7272727272727273
0.25,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.7030325443786982,0.7159763313609467,0.6923076923076923,0.8269230769230769,0.6142857142857143,0.7049180327868853
0.25,0.6442307692307693,0.6538461538461539,0.6346153846153846,0.7792159763313609,0.7662721893491125,0.8017751479289941,0.9423076923076923,0.5903614457831325,0.7259259259259259
0.25,0.7211538461538461,0.6923076923076923,0.75,0.7692307692307692,0.7766272189349113,0.7603550295857988,0.75,0.7090909090909091,0.7289719626168225
0.25,0.5961538461538461,0.5576923076923077,0.6346153846153846,0.6667899408284024,0.5976331360946746,0.7292899408284024,0.21153846153846154,0.9166666666666666,0.34374999999999994
0.50,0.7211538461538461,0.7884615384615384,0.6538461538461539,0.783284023668639,0.8653846153846154,0.6952662721893491,0.8269230769230769,0.6825396825396826,0.7478260869565218
0.50,0.7211538461538461,0.75,0.6923076923076923,0.7720044378698225,0.7943786982248521,0.7603550295857988,0.7692307692307693,0.7017543859649122,0.7339449541284404
0.50,0.7115384615384616,0.7115384615384616,0.7115384615384616,0.7740384615384615,0.764792899408284,0.7869822485207101,0.9230769230769231,0.6486486486486487,0.7619047619047619
0.50,0.6923076923076923,0.6538461538461539,0.7307692307692307,0.7751479289940829,0.7292899408284024,0.8136094674556212,0.8269230769230769,0.6515151515151515,0.7288135593220337
0.50,0.6346153846153846,0.5769230769230769,0.6923076923076923,0.6079881656804734,0.5340236686390533,0.6908284023668639,0.5384615384615384,0.6666666666666666,0.5957446808510638
0.75,0.7596153846153846,0.7692307692307693,0.75,0.8332100591715975,0.8476331360946746,0.8239644970414202,0.75,0.7647058823529411,0.7572815533980582
0.75,0.5961538461538461,0.5961538461538461,0.5961538461538461,0.6889792899408284,0.7085798816568047,0.6671597633136095,0.8076923076923077,0.5675675675675675,0.6666666666666666
0.75,0.6442307692307693,0.6346153846153846,0.6538461538461539,0.713387573964497,0.7455621301775147,0.680473372781065,0.46153846153846156,0.7272727272727273,0.5647058823529413
0.75,0.6923076923076923,0.6538461538461539,0.7307692307692307,0.7766272189349113,0.6900887573964497,0.8713017751479291,0.9807692307692307,0.6219512195121951,0.7611940298507464
0.75,0.625,0.5961538461538461,0.6538461538461539,0.6819526627218935,0.6242603550295858,0.7292899408284024,0.7692307692307693,0.5970149253731343,0.6722689075630253
1.00,0.6826923076923077,0.6730769230769231,0.6923076923076923,0.8243343195266272,0.8136094674556213,0.8328402366863905,0.9615384615384616,0.6172839506172839,0.7518796992481203
1.00,0.6442307692307693,0.6153846153846154,0.6730769230769231,0.6900887573964496,0.6494082840236687,0.7337278106508877,0.5961538461538461,0.6595744680851063,0.6262626262626262
1.00,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8139792899408284,0.8017751479289942,0.8313609467455622,0.8461538461538461,0.7333333333333333,0.7857142857142856
1.00,0.7307692307692307,0.7115384615384616,0.75,0.8025147928994083,0.7840236686390532,0.834319526627219,0.9423076923076923,0.6621621621621622,0.7777777777777779
1.00,0.7307692307692307,0.6923076923076923,0.7692307692307693,0.8217455621301775,0.7795857988165681,0.8698224852071006,0.9423076923076923,0.6621621621621622,0.7777777777777779
0.00,0.6057692307692307,0.5192307692307693,0.6923076923076923,0.6973002958579883,0.6057692307692307,0.7699704142011834,0.8461538461538461,0.5714285714285714,0.6821705426356589
0.00,0.6730769230769231,0.6923076923076923,0.6538461538461539,0.7377958579881657,0.7477810650887574,0.7433431952662721,0.8461538461538461,0.6285714285714286,0.721311475409836
0.00,0.6442307692307693,0.6346153846153846,0.6538461538461539,0.7037721893491125,0.6723372781065088,0.7551775147928994,0.8076923076923077,0.6086956521739131,0.6942148760330579
0.00,0.6634615384615384,0.6346153846153846,0.6923076923076923,0.7113535502958579,0.6427514792899408,0.7536982248520709,0.8653846153846154,0.6164383561643836,0.7200000000000001
0.00,0.6730769230769231,0.6153846153846154,0.7307692307692307,0.7340976331360947,0.6693786982248521,0.7892011834319527,0.5,0.7647058823529411,0.6046511627906976
0.25,0.6826923076923077,0.6730769230769231,0.6923076923076923,0.7451923076923076,0.7522189349112426,0.7344674556213018,0.6153846153846154,0.7111111111111111,0.6597938144329897
0.25,0.6057692307692307,0.6153846153846154,0.5961538461538461,0.6908284023668639,0.6605029585798816,0.731508875739645,0.8653846153846154,0.569620253164557,0.6870229007633588
0.25,0.625,0.5769230769230769,0.6730769230769231,0.6952662721893491,0.6353550295857988,0.7566568047337279,0.7884615384615384,0.5942028985507246,0.6776859504132232
0.25,0.5576923076923077,0.5384615384615384,0.5769230769230769,0.5488165680473372,0.5392011834319527,0.555473372781065,0.25,0.65,0.3611111111111111
0.25,0.625,0.5769230769230769,0.6730769230769231,0.6704881656804733,0.610207100591716,0.7359467455621301,0.5961538461538461,0.6326530612244898,0.6138613861386137
0.50,0.6730769230769231,0.6153846153846154,0.7307692307692307,0.7059911242603549,0.6442307692307693,0.761094674556213,0.6153846153846154,0.6956521739130435,0.6530612244897959
0.50,0.5673076923076923,0.5576923076923077,0.5769230769230769,0.6605029585798816,0.6486686390532544,0.6649408284023669,0.34615384615384615,0.6206896551724138,0.4444444444444444
0.50,0.5,0.5,0.5,0.532914201183432,0.5051775147928994,0.5628698224852071,0.28846153846153844,0.5,0.36585365853658536
0.50,0.7115384615384616,0.7115384615384616,0.7115384615384616,0.7725591715976331,0.7965976331360947,0.746301775147929,0.8076923076923077,0.6774193548387096,0.7368421052631579
0.50,0.6057692307692307,0.6153846153846154,0.5961538461538461,0.6863905325443787,0.6605029585798816,0.7226331360946746,0.8461538461538461,0.5714285714285714,0.6821705426356589
0.75,0.6153846153846154,0.6346153846153846,0.5961538461538461,0.6745562130177515,0.632396449704142,0.7167159763313609,0.7115384615384616,0.5967741935483871,0.6491228070175439
0.75,0.7019230769230769,0.6923076923076923,0.7115384615384616,0.6937869822485208,0.6826923076923077,0.7034023668639053,0.6538461538461539,0.723404255319149,0.6868686868686869
0.75,0.6538461538461539,0.6346153846153846,0.6730769230769231,0.7034023668639052,0.7211538461538461,0.6974852071005918,0.8076923076923077,0.6176470588235294,0.7
0.75,0.6153846153846154,0.6346153846153846,0.5961538461538461,0.757396449704142,0.7374260355029587,0.7640532544378699,0.8076923076923077,0.5833333333333334,0.6774193548387097
0.75,0.6538461538461539,0.6346153846153846,0.6730769230769231,0.7034023668639053,0.6826923076923077,0.721153846153846,0.5384615384615384,0.7,0.608695652173913
1.00,0.7307692307692307,0.7692307692307693,0.6923076923076923,0.7385355029585798,0.7951183431952662,0.6960059171597633,0.7307692307692307,0.7307692307692307,0.7307692307692306
1.00,0.625,0.5384615384615384,0.7115384615384616,0.7085798816568047,0.632396449704142,0.7862426035502958,0.8076923076923077,0.5915492957746479,0.6829268292682927
1.00,0.6923076923076923,0.7307692307692307,0.6538461538461539,0.7396449704142011,0.6989644970414202,0.7729289940828403,0.8461538461538461,0.6470588235294118,0.7333333333333334
1.00,0.6634615384615384,0.6730769230769231,0.6538461538461539,0.7655325443786982,0.7877218934911243,0.7433431952662721,0.8076923076923077,0.6268656716417911,0.7058823529411765
1.00,0.5673076923076923,0.6153846153846154,0.5192307692307693,0.6168639053254439,0.6767751479289941,0.5613905325443788,0.6153846153846154,0.5614035087719298,0.5871559633027522
0.00,0.5961538461538461,0.5769230769230769,0.6153846153846154,0.6736316568047337,0.6789940828402367,0.6797337278106509,0.7307692307692307,0.5757575757575758,0.6440677966101696
0.00,0.6538461538461539,0.5961538461538461,0.7115384615384616,0.7006286982248521,0.6109467455621302,0.7847633136094674,0.5576923076923077,0.6904761904761905,0.6170212765957447
0.00,0.6153846153846154,0.6730769230769231,0.5576923076923077,0.6629068047337278,0.6760355029585798,0.6397928994082841,0.8846153846153846,0.575,0.696969696969697
0.00,0.6346153846153846,0.6538461538461539,0.6153846153846154,0.6976701183431954,0.6893491124260354,0.7004437869822485,0.5961538461538461,0.6458333333333334,0.62
0.00,0.6730769230769231,0.5576923076923077,0.7884615384615384,0.6902736686390534,0.6139053254437871,0.7714497041420119,0.6538461538461539,0.68,0.6666666666666666
0.25,0.5961538461538461,0.6153846153846154,0.5769230769230769,0.5308801775147929,0.6035502958579883,0.4534023668639053,0.36538461538461536,0.6785714285714286,0.475
0.25,0.625,0.5769230769230769,0.6730769230769231,0.696930473372781,0.6775147928994083,0.7063609467455622,0.8076923076923077,0.5915492957746479,0.6829268292682927
0.25,0.6442307692307693,0.5384615384615384,0.75,0.6606878698224853,0.5784023668639053,0.7507396449704142,0.5,0.7027027027027027,0.5842696629213484
0.25,0.5288461538461539,0.4807692307692308,0.5769230769230769,0.5944896449704142,0.5281065088757396,0.6294378698224852,0.6730769230769231,0.5223880597014925,0.588235294117647
0.25,0.6538461538461539,0.6346153846153846,0.6730769230769231,0.664016272189349,0.6671597633136094,0.6545857988165681,0.5192307692307693,0.7105263157894737,0.6
0.50,0.6442307692307693,0.6346153846153846,0.6538461538461539,0.6322115384615384,0.6316568047337278,0.6279585798816567,0.5192307692307693,0.6923076923076923,0.5934065934065933
0.50,0.5673076923076923,0.6153846153846154,0.5192307692307693,0.6725221893491126,0.7085798816568047,0.6501479289940828,0.8076923076923077,0.5454545454545454,0.6511627906976744
0.50,0.5576923076923077,0.5384615384615384,0.5769230769230769,0.5959689349112426,0.6005917159763314,0.6028106508875739,0.4230769230769231,0.5789473684210527,0.4888888888888889
0.50,0.5096153846153846,0.5,0.5192307692307693,0.5475221893491125,0.455621301775148,0.602810650887574,0.7307692307692307,0.5066666666666667,0.5984251968503937
0.50,0.5192307692307693,0.5,0.5384615384615384,0.5700813609467456,0.5443786982248522,0.5983727810650887,0.5961538461538461,0.5166666666666667,0.5535714285714286
0.75,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.7494452662721893,0.7078402366863905,0.7803254437869823,0.9423076923076923,0.5697674418604651,0.7101449275362319
0.75,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.6584689349112426,0.613905325443787,0.6900887573964497,0.5961538461538461,0.6458333333333334,0.62
0.75,0.6730769230769231,0.6153846153846154,0.7307692307692307,0.6921227810650888,0.650887573964497,0.7255917159763313,0.5192307692307693,0.75,0.6136363636363638
0.75,0.625,0.5769230769230769,0.6730769230769231,0.6503328402366864,0.6316568047337279,0.6619822485207101,0.5961538461538461,0.6326530612244898,0.6138613861386137
0.75,0.6538461538461539,0.6153846153846154,0.6923076923076923,0.6532914201183432,0.6198224852071005,0.6945266272189348,0.5384615384615384,0.7,0.608695652173913
1.00,0.6634615384615384,0.6153846153846154,0.7115384615384616,0.7139423076923077,0.6930473372781065,0.7337278106508875,0.9038461538461539,0.6103896103896104,0.7286821705426356
1.00,0.625,0.6923076923076923,0.5576923076923077,0.7583210059171597,0.8298816568047337,0.6960059171597633,0.8461538461538461,0.5866666666666667,0.6929133858267718
1.00,0.6057692307692307,0.6538461538461539,0.5576923076923077,0.7183801775147929,0.7559171597633136,0.6738165680473372,0.8461538461538461,0.5714285714285714,0.6821705426356589
1.00,0.6538461538461539,0.6730769230769231,0.6346153846153846,0.7594304733727811,0.8002958579881656,0.7122781065088758,0.75,0.6290322580645161,0.6842105263157896
1.00,0.6634615384615384,0.6538461538461539,0.6730769230769231,0.6813979289940829,0.6686390532544378,0.7034023668639053,0.7115384615384616,0.6491228070175439,0.6788990825688075
0.00,0.5769230769230769,0.5576923076923077,0.5961538461538461,0.6164940828402367,0.5325443786982248,0.7011834319526626,0.6153846153846154,0.5714285714285714,0.5925925925925927
0.00,0.6730769230769231,0.7307692307692307,0.6153846153846154,0.7067307692307692,0.7159763313609467,0.6997041420118344,0.7307692307692307,0.6551724137931034,0.6909090909090909
0.00,0.5865384615384616,0.5384615384615384,0.6346153846153846,0.6810281065088757,0.6708579881656804,0.6752958579881656,1.0,0.5473684210526316,0.707482993197279
0.00,0.6346153846153846,0.7115384615384616,0.5576923076923077,0.6982248520710059,0.7662721893491125,0.636094674556213,0.5961538461538461,0.6458333333333334,0.62
0.00,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.6349852071005917,0.643491124260355,0.6257396449704141,0.5961538461538461,0.5740740740740741,0.5849056603773585
0.25,0.625,0.7307692307692307,0.5192307692307693,0.6527366863905325,0.7744082840236686,0.5162721893491125,0.9038461538461539,0.5802469135802469,0.7067669172932332
0.25,0.6153846153846154,0.5961538461538461,0.6346153846153846,0.6020710059171598,0.5473372781065088,0.6553254437869822,0.6923076923076923,0.6,0.6428571428571429
0.25,0.5673076923076923,0.6153846153846154,0.5192307692307693,0.6409023668639052,0.7204142011834319,0.5621301775147929,0.6923076923076923,0.5538461538461539,0.6153846153846154
0.25,0.6826923076923077,0.7307692307692307,0.6346153846153846,0.7233727810650888,0.8150887573964496,0.6405325443786982,0.7307692307692307,0.6666666666666666,0.6972477064220183
0.25,0.6538461538461539,0.5961538461538461,0.7115384615384616,0.6597633136094674,0.6183431952662722,0.6908284023668638,0.6538461538461539,0.6538461538461539,0.6538461538461539
0.50,0.6730769230769231,0.7307692307692307,0.6153846153846154,0.6852810650887574,0.7204142011834319,0.6538461538461537,0.7115384615384616,0.6607142857142857,0.6851851851851851
0.50,0.6057692307692307,0.6538461538461539,0.5576923076923077,0.7237426035502958,0.7869822485207101,0.6523668639053255,0.9615384615384616,0.5617977528089888,0.7092198581560284
0.50,0.6538461538461539,0.6923076923076923,0.6153846153846154,0.7825443786982248,0.8535502958579881,0.7130177514792899,0.9423076923076923,0.5975609756097561,0.7313432835820896
0.50,0.6634615384615384,0.6538461538461539,0.6730769230769231,0.7340976331360947,0.7899408284023669,0.6678994082840237,0.8076923076923077,0.6268656716417911,0.7058823529411765
0.50,0.6442307692307693,0.6153846153846154,0.6730769230769231,0.6553254437869823,0.6952662721893491,0.6005917159763314,0.6538461538461539,0.6415094339622641,0.6476190476190475
0.75,0.6346153846153846,0.6730769230769231,0.5961538461538461,0.7274408284023668,0.7603550295857987,0.6930473372781065,0.9423076923076923,0.5833333333333334,0.7205882352941178
0.75,0.6057692307692307,0.6538461538461539,0.5576923076923077,0.6667899408284024,0.7411242603550297,0.5954142011834319,0.7692307692307693,0.5797101449275363,0.6611570247933884
0.75,0.5769230769230769,0.6153846153846154,0.5384615384615384,0.7148668639053255,0.7455621301775148,0.680473372781065,0.7884615384615384,0.5540540540540541,0.6507936507936507
0.75,0.5576923076923077,0.5576923076923077,0.5576923076923077,0.6460798816568047,0.7115384615384616,0.584319526627219,0.25,0.65,0.3611111111111111
0.75,0.6057692307692307,0.6153846153846154,0.5961538461538461,0.6645710059171597,0.6849112426035504,0.6686390532544378,0.7115384615384616,0.5873015873015873,0.6434782608695652
1.00,0.5961538461538461,0.5384615384615384,0.6538461538461539,0.6497781065088758,0.6005917159763314,0.6893491124260355,0.6923076923076923,0.5806451612903226,0.631578947368421
1.00,0.6442307692307693,0.6538461538461539,0.6346153846153846,0.6316568047337278,0.6730769230769231,0.5946745562130178,0.8076923076923077,0.6086956521739131,0.6942148760330579
1.00,0.5673076923076923,0.5961538461538461,0.5384615384615384,0.6002218934911242,0.6316568047337278,0.5665680473372781,0.5192307692307693,0.574468085106383,0.5454545454545454
1.00,0.5673076923076923,0.5576923076923077,0.5769230769230769,0.6150147928994082,0.5828402366863905,0.6464497041420117,0.9615384615384616,0.5376344086021505,0.689655172413793
1.00,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6815828402366864,0.7085798816568046,0.6671597633136095,0.6923076923076923,0.6,0.6428571428571429
